case,family,occurrence_classes,suspicious_occurrences,self_check_name_specialization_static_result,disposition
preadv02,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pwritev01,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pwritev02,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pread02,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pread02_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pwrite02,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pwrite02_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pwrite04,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pwrite04_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile02,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile02_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile03,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile03_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile04,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile04_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile05,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile05_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile06,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile06_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile08,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile08_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
preadv201,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
preadv201_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
preadv202,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
preadv202_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pwritev201,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pwritev201_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pwritev202,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pwritev202_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl07,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl07_64,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
open06,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
creat04,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mkdir04,dir_link_rename,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
rmdir03,dir_link_rename,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
unlink08,dir_link_rename,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
unlink07,dir_link_rename,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
statfs03,stat_metadata,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
statfs03_64,stat_metadata,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pselect03,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
setrlimit05,sched_resource,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
unlink05,dir_link_rename,ltp_batch_selection_lists|ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pipe02,fd_pipe_fcntl,ltp_batch_selection_lists|ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
dup05,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile07,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sendfile07_64,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
stream02,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
flock01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
flock02,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
flock03,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
flock04,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
clone06,process_wait_signal,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
clone07,process_wait_signal,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pselect03_64,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pselect02,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pselect02_64,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
flock06,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
llseek02,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
llseek03,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
setresgid04,permissions_creds,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
setresuid04,permissions_creds,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
setresuid05,permissions_creds,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
setreuid05,permissions_creds,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
setreuid06,permissions_creds,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
setreuid07,permissions_creds,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fchown01,permissions_creds,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fchown02,permissions_creds,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fchown03,permissions_creds,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fchown05,permissions_creds,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fchownat01,permissions_creds,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl18,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl18_64,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl11,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl14,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl19,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl22,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
syscall01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mknod06,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mknod02,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mknod05,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
getitimer01,time_clock,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
ppoll01,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fpathconf01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pathconf01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
rename14,dir_link_rename,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mknod08,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mknodat01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
getxattr01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
listxattr01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
statx03,stat_metadata,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
diotest1,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
diotest2,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
diotest3,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
diotest5,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
diotest6,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mprotect05,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mmap001,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mmap15,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mmap17,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mmap19,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mincore01,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
futex_wait02,process_wait_signal,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
futex_wait04,process_wait_signal,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
futex_wake01,futex_sync,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
kill02,process_wait_signal,ltp_batch_selection_lists|ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sched_tc2,sched_resource,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sched_tc3,sched_resource,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sched_tc4,sched_resource,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sched_tc5,sched_resource,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
shmdt02,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
shmem_2nstest,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
shmnstest,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
shmt02,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
shmt03,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
shmt06,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
shmt07,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
shmt08,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
shmt10,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
tkill01,process_wait_signal,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
tkill02,process_wait_signal,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
vfork01,process_wait_signal,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
vfork02,process_wait_signal,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
accept01,socket_net,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
clock_nanosleep02,time_clock,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
data_space,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
dirty,mmap_memory,ltp_stable_cases|ltp_sweep_blacklist_lists|runtime_or_semantic_code,examples/shell/src/uspace/mod.rs:227:runtime_or_semantic_code,REVIEW,exact case token appears in runtime/semantic code outside known selection/parser/guard surfaces; manual review required
fcntl19_64,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl20,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl20_64,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl21,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl21_64,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fcntl22_64,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fs_perms,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
ioctl_ns07,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
listen01,socket_net,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mlockall01,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mmap-corruption01,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mmstress_dummy,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
newuname01,sysinfo_proc,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
page01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
page02,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
poll02,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pselect01,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
pselect01_64,fd_pipe_fcntl,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
readdir01,file_io,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
sbrk02,brk,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
settimeofday01,time_clock,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
socket02,socket_net,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
socketpair02,socket_net,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
stack_space,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
time-schedule,time_clock,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
ulimit01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
utsname01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
utsname04,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
nextafter01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genacos,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genasin,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genatan,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genceil,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
gencos,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
gencosh,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genexp,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genfabs,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genfloor,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genfmod,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genj0,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genj1,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genldexp,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genlgamma,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genlog,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genlog10,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genpow,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
modify_ldt01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
modify_ldt02,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
modify_ldt03,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
print_caps,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
test_ioctl,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
tst_kvcmp,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
tst_ncpus,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
tst_ncpus_conf,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
tst_ncpus_max,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
tst_supported_fs,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
fanotify_child,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
genload,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
gensin,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
gensinh,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
gensqrt,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
gentan,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
gentanh,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
geny0,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
geny1,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
tst_exit,process_wait_signal,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
tst_hexdump,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
socket01,socket_net,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
nanosleep01,time_clock,ltp_stable_cases|parser_or_guard_test_fixture,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mmap04,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
vma01,other,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
times03,time_clock,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mmap14,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
mmap12,mmap_memory,ltp_stable_cases,,OK_STATIC,"no exact case-token evidence outside selection lists, runner markers, parser/guard fixtures, or policy docs"
